"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta"
"4638",2910084,"SEMILLAS Y FERTILIZANTES ALMA MASTER",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","CONSTITUCIÓN","CALLE","JIMÉNEZ","CALLE","AMADO NERVO","CALLE","AMADO NERVO",0,"SN",NA,NA,0,NA,"BARRIO","SAN ISIDRO",NA,NA,NA,63710,"18","NAYARIT","004","Compostela","0191","Zacualpan","0508","012","3271044029",NA,NA,"Fijo",21.2501991,-105.16392951,"DICIEMBRE 2014"
"4639",6498629,"SERVICIO AGRONOMICO DE LA REGIÓN",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","TABAMEX",NA,"ZARAGOZA","OTRA (ESPECIFICAR)","16 DE SEPTIEMBRE","CALLE","EMILIANO ZAPATA",0,"SN",NA,NA,NA,NA,"EJIDO","CAÑADA DEL TABACO",NA,NA,NA,63576,"18","NAYARIT","015","Santiago Ixcuintla","0011","Cañada del Tabaco","0200","011",NA,NA,NA,"Fijo",21.70981911,-105.35274937,"ENERO 2016"
"4640",2868632,"SISTEMAS DE RIEGO POR GOTEO TEMOS IRRIGACIÓN DE NAYARIT",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","13 DE JUNIO","CALLE","BERNARDO OROZCO","CALLE","GABRIEL LEYVA","CALLE","5 DE MAYO",22,NA,NA,NA,0,NA,"PUEBLO","SAN VICENTE",NA,NA,NA,63645,"18","NAYARIT","010","Rosamorada","0035","San Vicente","0454","017","3192327273",NA,NA,"Fijo",21.9488809,-105.29621553,"JULIO 2010"
"4641",6813585,"SITEHASA SAN JUAN DE ABAJO","SISTEMAS DE TECNOLOGIA HIDRAULICAS Y AGRICOLAS, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","20 DE NOVIEMBRE","PRIVADA","NAYARIT","CALLE","NAYARIT","CALLE","CONSTITUCIÓN",275,NA,NA,NA,7,NA,"COLONIA","SAN JUAN DE ABAJO",NA,NA,NA,63730,"18","NAYARIT","020","Bahía de Banderas","0084","San Juan de Abajo","0107","043",NA,"SILVIADURAN@SITEHASA.COM","WWW.SITEHASA.COM","Fijo",20.809169,-105.192163,"NOVIEMBRE 2017"
"4642",6363807,"SITEHASA SANTIAGO","SISTEMAS DE TECNOLOGÍA HIDRÁULICAS Y AGRÍCOLAS SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","20 DE NOVIEMBRE PONIENTE","CALLE","MATAMOROS SUR","CALLE","JOSÉ MARÍA MERCADO SUR","CALLE","ARTEAGA",335,"B",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,63300,"18","NAYARIT","015","Santiago Ixcuintla","0001","Santiago Ixcuintla","0624","039",NA,NA,NA,"Fijo",21.80870988,-105.2129656,"JULIO 2010"
"4643",6362967,"SITEHASA XALISCO","SISTEMAS DE TECNOLOGÍA HIDRÁULICAS Y AGRÍCOLAS SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","BOULEVARD","TEPIC-XALISCO","BOULEVARD","FIGUEROA","CALLE","URANO","CALLE","AHULAMO",58,NA,NA,"1",NA,NA,"COLONIA","LOMAS DEL NAYAR",NA,NA,NA,63780,"18","NAYARIT","008","Xalisco","0001","Xalisco","0244","002",NA,NA,NA,"Fijo",21.46323017,-104.89077381,"JULIO 2013"
"4644",2869251,"SOL AGRO","MULTI AGRÍCOLA DE OCCIDENTE, S.P.R. DE R.L.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","INDEPENDENCIA ORIENTE","CALLE","CONSTITUCIÓN NORTE","CALLE","MÉXICO NORTE","CALLE","HIDALGO ORIENTE",0,"SN",NA,NA,0,NA,"COLONIA","CENTRO",NA,NA,NA,63200,"18","NAYARIT","018","Tuxpan","0001","Tuxpan","0293","016",NA,NA,NA,"Fijo",21.94367188,-105.29745227,"JULIO 2010"
"4645",2869862,"TALLER MECÁNICO DE GARANTIAS SIN NOMBRE","J ISABEL HERNANDEZ DE TUXPAN, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","NICOLÁS BRAVO SUR","CALLE","INDEPENDENCIA PONIENTE","CALLE","CORONA PONIENTE","CALLE","FORTUNA",0,"SN",NA,NA,0,NA,"COLONIA","CENTRO",NA,NA,NA,63200,"18","NAYARIT","018","Tuxpan","0001","Tuxpan","026A","029",NA,NA,NA,"Fijo",21.944132,-105.30209114,"JULIO 2010"
"4646",2867303,"TIENDA DE AGROQUIMICOS AQUI ES CON ELOY JIMENEZ",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","GUANAJUATO SUR","CALLE","ZARAGOZA PONIENTE","CALLE","ESCOBEDO PONIENTE","CALLE","GUADALAJARA SUR",50,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,63450,"18","NAYARIT","016","Tecuala","0001","Tecuala","0443","032",NA,NA,NA,"Fijo",22.39469864,-105.45697946,"JULIO 2010"
"4647",2877653,"TIENDA DE AGROQUIMICOS CEMACNAY","SOCIDAD DE PRODUCTORES RURALES SP. R. DE R.L",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","BENITO JUÁREZ","CALLE","MALECÓN","PRIVADA","NINGUNO","CALLE","EMILIO CARRANZA",2,NA,NA,NA,0,NA,"COLONIA","CENTRO",NA,NA,NA,63960,"18","NAYARIT","003","Amatlán de Cañas","0001","Amatlán de Cañas","0159","025","3242470293",NA,NA,"Fijo",20.80627489,-104.40253341,"JULIO 2010"
"4648",2880977,"TIENDA DE ROPA ELENA LOPEZ SALINAS",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","SOLEDAD HERNÁNDEZ","CALLE","JOSÉ MARÍA MERCADO NORTE","CALLE","CRISTÓBAL COLÓN NORTE","CALLE","ZARAGOZA PONIENTE",209,NA,NA,NA,0,NA,"COLONIA","CENTRO",NA,NA,NA,63940,"18","NAYARIT","006","Ixtlán del Río","0001","Ixtlán del Río","0165","003","3242435528",NA,NA,"Fijo",21.0372306,-104.37248167,"JULIO 2010"
"4649",2911615,"TODO VELA MÉXICO","TODO VELA, S. DE R.L. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","PRIVADA","DEL MAR","ANDADOR","NINGUNO",NA,"NINGUNO",NA,"NINGUNO",0,"SN",NA,NA,0,NA,"PUEBLO","LA CRUZ DE HUANACAXTLE",NA,NA,NA,63732,"18","NAYARIT","020","Bahía de Banderas","0027","Cruz de Huanacaxtle","0817","049","3292956124","INFO@TODOVELAMEXICO.COM","WWW.TODOVELAMEXICO.COM","Fijo",20.75105381,-105.37868316,"DICIEMBRE 2014"
"4650",2872655,"TORME IRRIGACION SA DE CV","TORME IRRIGACION SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","11 a 30 personas","AVENIDA","REVOLUCIÓN PONIENTE","AVENIDA","FRANCISCO MÁRQUEZ","CALLE","JUAN ESCUTIA","AVENIDA","TORRES",NA,"SN",NA,NA,NA,NA,"COLONIA","NIÑOS HÉROES",NA,NA,NA,63715,"18","NAYARIT","004","Compostela","0186","Las Varas","1277","007",NA,NA,NA,"Fijo",21.18550755,-105.14283445,"JULIO 2010"
"4651",2872061,"TRACTO SERVICIOS Y REFACCIONES",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","CORONA","CALLE","MATAMOROS","CALLE","MERCADO","CALLE","AMADO NERVO",140,NA,NA,NA,0,NA,"COLONIA","BENITO JUÁREZ",NA,NA,NA,63350,"18","NAYARIT","015","Santiago Ixcuintla","0001","Santiago Ixcuintla","0624","008","3232350598",NA,NA,"Fijo",21.8121086,-105.2123609,"JULIO 2010"
"4652",6444042,"TRACTORES AGRICOLAS DEL PACÍFICO CASE","TRACTORES AGRICOLAS DEL PACIFICO, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","20 DE NOVIEMBRE","PRIVADA","MÉXICO","PRIVADA","NAYARIT","CALLE","NINGUNO",0,"SN",NA,NA,0,NA,NA,"SAN JUAN DE ABAJO",NA,NA,NA,63730,"18","NAYARIT","020","Bahía de Banderas","0084","San Juan de Abajo","0107","064","013292960151","TAPSANAYARIT@HOTMAIL.COM",NA,"Fijo",20.80816507,-105.1925263,"JULIO 2013"
"4653",6363372,"TRACTORES AGRICOLAS DEL PACIFICO SA DE CV","TRACTORES AGRICOLAS DEL PACIFICO SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","31 a 50 personas","PERIFÉRICO","LIBRAMIENTO","PERIFÉRICO","PARAÍSO","CALLE","ROBLE","CALLE","CARRIZO",570,NA,NA,NA,NA,NA,"COLONIA","RINCÓN DE SAN JUAN",NA,NA,NA,63130,"18","NAYARIT","017","Tepic","0001","Tepic","1218","029",NA,NA,NA,"Fijo",21.50091284,-104.9130957,"JULIO 2010"
"4654",2908979,"TRACTORES AGRICOLAS DEL PACIFICO, S.A. DE C.V.",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","RÍO AMAZONAS","CALLE","ATOTONISCO","CALLE","REY NAYAR","CALLE","JESÚS GARCÍA",150,NA,NA,NA,0,NA,"COLONIA","EL LLANO",NA,NA,NA,63900,"18","NAYARIT","002","Ahuacatlán","0001","Ahuacatlán","0132","001","32342410302","E-MAIL:TAPSANAY@HOTMAIL.COM","WWW.CASEIH.COM","Fijo",21.05770359,-104.48554374,"DICIEMBRE 2014"
"4655",2898036,"TRACTORES AGRICOLAS DEL PACIFICO.",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","20 DE NOVIEMBRE PONIENTE","CALLE","REFORMA","CALLE","HERÓICO COLEGIO M.","CALLE","JUÁREZ",538,NA,NA,NA,0,NA,"COLONIA","BENITO JUÁREZ",NA,NA,NA,63350,"18","NAYARIT","015","Santiago Ixcuintla","0001","Santiago Ixcuintla","0624","029","3232354572",NA,NA,"Fijo",21.80913233,-105.2168188,"JULIO 2010"
"4656",6444423,"VENTA DE AGROQUIMICOS","VENTA DE AGROQUIMICOS",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","HIDALGO","CALLE","PRISCILIANO SÁNCHEZ","CALLE","MINA",NA,"NINGUNO",173,NA,NA,NA,0,NA,"COLONIA","CENTRO",NA,NA,NA,63780,"18","NAYARIT","008","Xalisco","0001","Xalisco","016A","020",NA,NA,NA,"Fijo",21.44012442,-104.90011288,"DICIEMBRE 2014"
"4657",2867766,"VETERINARIA EL GALLO DE ORO",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","VERACRUZ","CALLE","MIGUEL HIDALGO","CALLE","AMADO NERVO","AVENIDA","MÉXICO",4,NA,NA,NA,0,NA,"COLONIA","CENTRO",NA,NA,NA,63600,"18","NAYARIT","011","Ruíz","0001","Ruíz","0146","032",NA,NA,NA,"Fijo",21.95180806,-105.14352077,"JULIO 2010"
"4658",2888352,"WADE RAIN","WADE RAIN DE MEXICO, S. DE R.L. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","PLATINO","BOULEVARD","LUIS DONALDO COLOSIO","CALLE","GIRASOLES","CALLE","NARDO",21,NA,NA,NA,0,NA,"FRACCIONAMIENTO","JACARANDAS",NA,NA,NA,63195,"18","NAYARIT","017","Tepic","0001","Tepic","0972","027","3112195014",NA,NA,"Fijo",21.47628946,-104.85560586,"JULIO 2010"
"4659",2966675,"ADANSA","ASOCIACIÓN DE DISTRIBUIDORES DE AGROQUIMICOS DEL NORTE, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","VICENTE GUERRERO","CALLE","RAFAEL DE LA PEÑA","CALLE","DAVID ALBERTO COSSÍO","CALLE","HERMENEGILDO GALEANA",3301,NA,NA,NA,NA,NA,"COLONIA","DEL NORTE",NA,NA,NA,64500,"19","NUEVO LEÓN","039","Monterrey","0001","Monterrey","0809","001","8183515900","ADANSA_@HOTMAIL.COM",NA,"Fijo",25.70976789,-100.30884847,"JULIO 2010"
"4660",6368694,"AGRICENTER SA DE CV SUCURSALES LINARES CENTRO","AGRICENTER SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","5 DE MAYO","CALLE","EMILIANO ZAPATA","CALLE","PINO SUÁREZ","CALLE","VENUSTIANO CARRANZA",301,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,67700,"19","NUEVO LEÓN","033","Linares","0001","Linares","0580","021",NA,NA,NA,"Fijo",24.86159184,-99.56909334,"DICIEMBRE 2014"
"4661",6405724,"AGRICENTER SUCURSAL ARAMBERRI","AGRICENTER SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","FRANCISCO I. MADERO","CALLE","MARIANO ESCOBEDO","CALLE","BENITO JUÁREZ","CALLE","LIBERTAD",NA,"SN",NA,NA,NA,NA,"AEROPUERTO","LA ASCENCIÓN",NA,NA,NA,67950,"19","NUEVO LEÓN","007","Aramberri","0008","La Ascención","035A","002",NA,NA,NA,"Fijo",24.32304732,-99.91535866,"JULIO 2010"
"4662",3032319,"AGRÍCOLA LOZANO",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","5 DE MAYO","CALLE","FRANCISCO I. MADERO","CALLE","PINO SUÁREZ","CALLE","GENERAL TERÁN",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,67050,"19","NUEVO LEÓN","013","China","0001","China","0605","009",NA,NA,NA,"Fijo",25.70238751,-99.23539133,"JULIO 2010"
"4663",2923837,"AGRI-JAR","AGRI-JAR, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","11 a 30 personas","CALLE","SANTIAGO TAPIA","CALLE","JOAQUÍN GARZA LEAL","AVENIDA","FÉLIX URESTI GÓMEZ","AVENIDA","FÉLIX URESTI GÓMEZ",1705,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,64000,"19","NUEVO LEÓN","039","Monterrey","0001","Monterrey","1563","031","8183720716",NA,NA,"Fijo",25.67803369,-100.29843651,"JULIO 2010"
"4664",3023556,"AGROCOMERCIA CADEREYTA",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","PINO SUÁREZ","CALLE","ABASOLO","CALLE","GONZALITOS","CALLE","MORELOS",326,NA,NA,NA,NA,NA,"COLONIA","ZONA CENTRO",NA,NA,NA,67480,"19","NUEVO LEÓN","009","Cadereyta Jiménez","0001","Cadereyta Jiménez","0496","004","8282847898",NA,NA,"Fijo",25.58767228,-99.99477497,"JULIO 2010"
"4665",2991221,"AGROFRESCO","AGROFRESCO SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","CALLEJÓN CAPELLANÍA","CALLE","RÍO JORDÁN","AVENIDA","SANTA BÁRBARA","CALLE","CALLEJÓN DE LOS ÁYALA",210,"SN","300","2",NA,NA,"COLONIA","FUENTES DEL VALLE","PLAZUELAS COMERCIALES","SAN LORENZO","4",66220,"19","NUEVO LEÓN","019","San Pedro Garza García","0001","San Pedro Garza García","0488","026",NA,NA,NA,"Fijo",25.6639762,-100.387432,"DICIEMBRE 2014"
"4666",2999625,"AGROPROVEDORA DEL NORTE","AGROPOVEDORA DEL NORTE, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","AMÉRICA","CALLE","SIMÓN BOLÍVAR","CALLE","CUAUHTÉMOC","CALLE","FRONTERA",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,67500,"19","NUEVO LEÓN","038","Montemorelos","0001","Montemorelos","0445","001","8261100029","SUCURSAL.MONTEMORELOS@AGROPROVEDORA.COM",NA,"Fijo",25.18959444,-99.81656468,"DICIEMBRE 2014"
"4667",3020012,"AGROQUIMICOS EL GIGANTE",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","PROFESOR ROSENDO GARZA",NA,"NINGUNO","CALLE","GENERAL TREVIÑO","CALLE","PROGRESO",407,NA,NA,NA,NA,NA,"COLONIA","ZONA CENTRO",NA,NA,NA,67480,"19","NUEVO LEÓN","009","Cadereyta Jiménez","0001","Cadereyta Jiménez","0481","014","8282843085","GLORIAMESTRELLA@HOTMAIL.COM",NA,"Fijo",25.5880807,-100.0044988,"JULIO 2010"
"4668",3045527,"AGROQUIMICOS Y SEMILLAS CAMPOMEX",NA,434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","LIBRAMIENTO PLUTARCO ELÍAS CALLES","CALLE","MIGUEL HIDALGO","CALLE","PLUTARCO ELIS CALLES","CALLE","MIGUEL HIDALGO",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,67400,"19","NUEVO LEÓN","022","General Terán","0001","Ciudad General Terán","0290","050","8262671591",NA,NA,"Fijo",25.26251387,-99.67306925,"JULIO 2010"
"4669",2951497,"AGROS SANTA ROSA","AGROS SANTA ROSA",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","ALBERTO ESCAMILLA","CALLE","ALBERTO ESCAMILLA","CALLE","JOSE MARIA CABALLERO","CALLE","FIDEL VELÁZQUEZ",0,"SN",NA,NA,NA,NA,"COLONIA","ANDRÉS CABALLERO",NA,NA,NA,66080,"19","NUEVO LEÓN","021","General Escobedo","0001","Ciudad General Escobedo","1130","002",NA,NA,NA,"Fijo",25.84708659,-100.30201051,"DICIEMBRE 2014"
"4670",3044387,"AGROSERVICIO Y PRODUCTOS DE MONTEMORELOS","AGROSERVICIOS Y PRODUCTOS DE MONTEMORELOS, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","FRONTERA","CALLE","CUAUHTÉMOC","CALLE","IGNACIO ZARAGOZA","AVENIDA","CARRETERA A GENERAL TERÁN",0,"SN",NA,NA,NA,NA,"BARRIO","PARAS",NA,NA,NA,67520,"19","NUEVO LEÓN","038","Montemorelos","0001","Montemorelos","0445","007","8262635869",NA,NA,"Fijo",25.18899769,-99.81781527,"JULIO 2010"
"4671",6368519,"AGROTEK DEL NORTE SA DE CV","AGRATEK DEL NORTE SA DE CV",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","101 a 250 personas","CALLE","PRIVADA 5 DE MAYO","CALLE","5 DE MAYO","CALLE","PADRE MIER","CALLE","IGNACIO ALDAMA",400,"B",NA,NA,NA,NA,"COLONIA","MODERNO APODACA",NA,NA,NA,66600,"19","NUEVO LEÓN","006","Apodaca","0001","Ciudad Apodaca","0102","005",NA,NA,NA,"Fijo",25.77847842,-100.18486801,"JULIO 2010"
"4672",3006433,"BÁSCULAS",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","AVENIDA","LAS PUENTES","CALLE","SIERRA DEL CORO","AVENIDA","SAN NICOLÁS","CALLE","CERRO DE LA LEONA",222,NA,NA,NA,NA,NA,"COLONIA","LAS PUENTES",NA,NA,NA,66460,"19","NUEVO LEÓN","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0201","010","8183303214",NA,NA,"Fijo",25.74323839,-100.28707381,"JULIO 2010"
"4673",6773079,"BIO SOLUCIONES INDUSTRIALES","BIO SOLUCIONES INDUSTRIALES SA DE CV",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","GENERAL IGNACIO ZARAGOZA","CALLE","PORFIRIO DÍAZ","CALLE","FLORES MAGÓN","CALLE","PASCUAL ORTIZ RUBIO",169,NA,NA,NA,0,NA,"COLONIA","IGNACIO ZARAGOZA",NA,NA,NA,67735,"19","NUEVO LEÓN","033","Linares","0001","Linares","1038","030","448111819798",NA,NA,"Fijo",24.88509607,-99.57009386,"OCTUBRE 2016"
"4674",2991586,"BIOTEC INTERNACIONAL, S.A. DE C.V.","BIOTEC INTERNACIONAL, S.A. DE C.V.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","AVENIDA","LÁZARO CÁRDENAS","CALLE","CASOLAR","CALLE","CASOLAR","AVENIDA","LÁZARO CÁRDENAS",2400,NA,NA,NA,NA,"6","COLONIA","VALLE ORIENTE",NA,NA,NA,66269,"19","NUEVO LEÓN","019","San Pedro Garza García","0001","San Pedro Garza García","0365","039",NA,NA,NA,"Fijo",25.651583,-100.33323897,"DICIEMBRE 2014"
"4675",2976778,"BLACK TREE",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","FRAY JUAN DE ZUMÁRRAGA","CALLE","FRAY BARTOLOMÉ DE LAS CASAS","CALLE","FRAY EUSEBIO KINO","CALLE","FRAY LUCAS PASTRANA",202,NA,NA,NA,NA,NA,"COLONIA","ROBLE NORTE",NA,NA,NA,66458,"19","NUEVO LEÓN","046","San Nicolás de los Garza","0001","San Nicolás de los Garza","0184","038","8115557396",NA,NA,"Fijo",25.74548505,-100.30546518,"DICIEMBRE 2014"
"4676",3023357,"BOMBAS DEL VALLE BOMBAS Y FILTROS PARA ALBERCAS",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","6 a 10 personas","AVENIDA","JOSÉ VASCONCELOS","CALLE","PRIV.RIO SUCHIATE","CALLE","RÍO BRAVO","CALLE","RÍO SENA",351,NA,"LAS PALMAS","1",24,NA,"COLONIA","DEL VALLE","PLAZUELA COMERCIAL","LAS PALMAS","24",66220,"19","NUEVO LEÓN","019","San Pedro Garza García","0001","San Pedro Garza García","0168","023","8183366160","BOMBASDELVALLE@PRODIGY.NET.MX","WWW.BOMBASDELVALLE.COM.MX","Fijo",25.65365506,-100.38078593,"JULIO 2010"
"4677",2942534,"CHAPAS PERFILES",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","PASEO DE LAS ROSAS","AVENIDA","VALLE DE LAS FLORES","AVENIDA","PROLONGACIÓN RUIZ CORTINES","CALLE","ORQUÍDEA",100,NA,NA,NA,NA,NA,"COLONIA","VALLE DE LAS FLORES",NA,NA,NA,66647,"19","NUEVO LEÓN","006","Apodaca","0001","Ciudad Apodaca","1914","022","8188815132","JOSEALBERTOCHAPA@HOTMAIL.COM",NA,"Fijo",25.70395358,-100.1529796,"DICIEMBRE 2014"
"4678",2999631,"CITRIMEX, S.A.","CITRIMEX, S.A.",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","AMÉRICA","CALLE","MARIANO ESCOBEDO","CALLE","IGNACIO ZARAGOZA","CALLE","FRONTERA",0,"SN",NA,NA,NA,NA,"BARRIO","LA ESTACION",NA,NA,NA,67520,"19","NUEVO LEÓN","038","Montemorelos","0001","Montemorelos","0445","042",NA,NA,NA,"Fijo",25.18804523,-99.81677924,"DICIEMBRE 2014"
"4679",2931295,"COMERCIALIZADORA ALXIONO","COMERCIZALIZADORA ALXIONO, S. DE R.L. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","HÉROE DE NACOZARI","CALLE","JOSÉ MARIANO MICHELENA","CALLE","PROLONGACIÓN CRISTÓBAL COLÓN","CALLE","CAPITÁN LORENZO DE AGUILAR",1225,NA,NA,NA,NA,NA,"COLONIA","TALLERES",NA,NA,NA,64480,"19","NUEVO LEÓN","039","Monterrey","0001","Monterrey","1192","014","8183337047",NA,NA,"Fijo",25.6887109,-100.33578422,"JUNIO 2012"
"4680",2972740,"COMERCIALIZADORA HIDAHULICA Y MECANICA IHM, S.A. DE C.V.","COMERCIALIZADORA HIDRÁULICA Y MECANICA IHM, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","INGENIERO FRANCISCO BELTRÁN","CALLE","21 DE MARZO","CALLE","PRISCILIANO ELIZONDO","CALLE","JESUS URUETA",3217,NA,NA,NA,NA,NA,"COLONIA","NUEVA MADERO",NA,NA,NA,64560,"19","NUEVO LEÓN","039","Monterrey","0001","Monterrey","1347","023",NA,NA,NA,"Fijo",25.69155224,-100.28145083,"DICIEMBRE 2014"
"4681",6212946,"COMERCIALIZADORA REGIOMONTANA",NA,435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","CALLE","RUPERTO MARTÍNEZ","CALLE","RAFAEL PLATÓN SÁNCHEZ","CALLE","ÁLVARO OBREGÓN","CALLE","ALBINO ESPINOSA",1339,NA,NA,NA,NA,NA,"COLONIA","CENTRO DE MONTERREY",NA,NA,NA,64000,"19","NUEVO LEÓN","039","Monterrey","0001","Monterrey","1578","006","8183408207",NA,NA,"Fijo",25.67577006,-100.30214639,"JULIO 2010"
"4682",2999704,"COMUNIDAD CITRICOLA DE GENERAL TERAN","COMUNIDAD CITRICOLA DE GENERAL TERAN",434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra","0 a 5 personas","CALLE","IGNACIO ZARAGOZA",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","CITRICULTORES",NA,NA,NA,67400,"19","NUEVO LEÓN","022","General Terán","0001","Ciudad General Terán","0479","024",NA,NA,NA,"Fijo",25.2517618,-99.70483002,"DICIEMBRE 2014"
"4683",3004480,"CORPORATIVO MACRODIESEL","CORPORATIVO MACRODIESEL, S.A. DE C.V.",435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca","0 a 5 personas","AVENIDA","ADOLFO RUÍZ CORTINES","CALLE","LA PURÍSIMA","AVENIDA","GENERAL BONIFACIO SALINAS LEAL","CALLE","FRANCISCO SARABIA",501,NA,NA,NA,NA,NA,"COLONIA","LA LUZ",NA,NA,NA,67120,"19","NUEVO LEÓN","026","Guadalupe","0001","Guadalupe","0088","022","8183674000","FACTURASCMD@HOTMAIL.COM",NA,"Fijo",25.703091,-100.24062975,"JULIO 2010"
