"","id","nom_estab","raz_social","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","tipo_comercio"
"97",2653491,"CORTES AGRICOLAS TIERRA FRIA, S.C. DE R.L. C.V.","CORTES AGRICOLAS TIERRA FRIA S.C. DE R.L, C.V.",115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","PRIMERA PRIVADA MANUEL PÉREZ CORONADO","PRIVADA","PRIMERA MANUEL PÉREZ CORONADO","CALLE","GRAN PARADA","CALLE","GRAN PARADA",496,NA,NA,NA,NA,NA,"BARRIO","LA MAGDALENA",NA,NA,NA,60080,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","1211","020","4525232533","TIERRAFRIACORTES@HOTMAIL.COM",NA,"Fijo",19.41019175,-102.05840992,"DICIEMBRE 2014","Otra"
"98",2617908,"CORTES KUTSI","CORTES KUTSI S.P.R. DE R.L.",115113,"Beneficio de productos agrícolas","251 y más personas","CALLE","BENITO MENDOZA",NA,NA,NA,NA,NA,"NINGUNO",14,NA,NA,NA,3,NA,"COLONIA","CENTRO","PASAJE Y ANDADOR COMERCIAL","EL VITRAL PLAZA COMERCIAL","3",61600,"16","MICHOACÁN DE OCAMPO","066","Pátzcuaro","0001","Pátzcuaro","0408","004","4343423671","CORTESKUTSI@YAHOO.COM.MX",NA,"Fijo",19.51501043,-101.60964451,"JULIO 2010","Otra"
"99",6700728,"FRUTAS FINAS DEL VALLE PEÑA VEGA","BEST PRODUCE, S. DE R.L. DE C.V.",115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","MANDARINA","AVENIDA","JITOMATE","AVENIDA","PIÑA","CALLE","NARANJA",49,NA,NA,NA,0,NA,"COLONIA","ELIAS PÉREZ AVALOS",NA,NA,NA,58000,"16","MICHOACÁN DE OCAMPO","053","Morelia","0001","Morelia","115A","012","014433234740","D.OROZCO@BESTPRODUCE1.COM","WWW.BESTPRODUCE1.COM","Fijo",19.71662089,-101.17108529,"ENERO 2016","Otra"
"100",2592736,"FV PROCESADO","FV PROCESADOS DE, S. R.L. C.V.",115113,"Beneficio de productos agrícolas","31 a 50 personas","CALLE","LAGO NORTE","CALLE","MANANTIAL","CALLE","SAN FRANCISCO","PROLONGACIÓN","AZUCENA",1400,NA,NA,NA,NA,NA,"FRACCIONAMIENTO","MADERO",NA,NA,NA,59610,"16","MICHOACÁN DE OCAMPO","108","Zamora","0001","Zamora de Hidalgo","0359","026","3515170366","FV_PROCESADOS@HOTMAIL.COM",NA,"Fijo",20.00311025,-102.28473855,"DICIEMBRE 2014","Otra"
"101",6751105,"GIANT BERRY","GIANT BERRY FARMS DE MEXICO SA DE CV",115113,"Beneficio de productos agrícolas","0 a 5 personas",NA,"NINGUNO",NA,"NINGUNO","CALLE","CONSTITUCIÓN",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,60300,"16","MICHOACÁN DE OCAMPO","075","Los Reyes","0001","Los Reyes de Salgado","0375","020",NA,NA,NA,"Fijo",19.58190632,-102.47647477,"OCTUBRE 2016","Otra"
"102",6804671,"INTEGRADORA CUPATITZIO SA DE CV","INTEGRADORA CUPATITZIO SA DE C",115113,"Beneficio de productos agrícolas","251 y más personas","AVENIDA","DIEGO RIVERA","CALLE","REPÚBLICA DE PARAGUAY","CALLE","PRIVADA REPÚBLICA DE PUERTO RICO","CALLE","JOSÉ CLEMENTE OROZCO",15,NA,NA,NA,NA,NA,"COLONIA","COLORIN NORTE",NA,NA,NA,60120,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","0586","039","014526900779","INTEGRADORA.CUPATITZIO@GMAIL.COM",NA,"Fijo",19.42313396,-102.04045392,"NOVIEMBRE 2017","Otra"
"103",6707303,"ISCAVO MÉXICO","ISCAVO MEXICO, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","31 a 50 personas","AVENIDA","INDUSTRIAL CAMINO A MAGALLON",NA,"NINGUNO","OTRA (ESPECIFICAR)","NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",133,NA,NA,NA,0,NA,"PUEBLO","LLANOS DE PERIBAN",NA,NA,NA,60440,"16","MICHOACÁN DE OCAMPO","068","Peribán","0104","Llanos de Peribán","0012","800","013545117046","INFO@ISCAVO.COM","WWW.ISCAVO.COM","Fijo",19.55866129,-102.445938,"ENERO 2016","Otra"
"104",6750467,"LOS CENZONTLES AVOCADOS","LOS CENZONTLES AVOCADOS SRL CV",115113,"Beneficio de productos agrícolas","11 a 30 personas",NA,"NINGUNO",NA,"NINGUNO","CALLE","CAMINO A SANTA ROSA",NA,"NINGUNO",221,"B",NA,NA,NA,NA,"COLONIA","SANTA ROSA",NA,NA,NA,60190,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0110","Santa Rosa (Santa Bárbara)","2417","018",NA,NA,NA,"Fijo",19.38520593,-102.03392124,"OCTUBRE 2016","Otra"
"105",2619229,"MAINLAND FARMS","MAINLAND FARMS, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","CARICHO","PRIVADA","NINGUNO","CALLE","CARICHO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","CARICHO",NA,NA,NA,61650,"16","MICHOACÁN DE OCAMPO","082","Tacámbaro","0001","Tacámbaro de Codallos","0172","114","4595960668",NA,NA,"Fijo",19.23005019,-101.46338452,"DICIEMBRE 2014","Otra"
"106",6756167,"MENDIOLA SC DE RL DE CV","MEDIOLA SC DE RL DE CV",115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","DEL ESTUDIANTE",NA,"NINGUNO","CALLE","LÓPEZ VELARDE",NA,"NINGUNO",1017,NA,NA,NA,NA,NA,"PUEBLO","TUNGAREO",NA,NA,NA,61254,"16","MICHOACÁN DE OCAMPO","050","Maravatío","0070","Tungareo","0179","005",NA,NA,NA,"Fijo",19.9050477,-100.37454901,"OCTUBRE 2016","Otra"
"107",6752903,"MEVI","AMESI SPR DE RL",115113,"Beneficio de productos agrícolas","101 a 250 personas","CARRETERA","LIBRAMIENTO PERIBAN BUENAVISTA","CARRETERA","A BUENAVISTA","CARRETERA","PERIBAN",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"PUEBLO","PERIBAN",NA,NA,NA,60440,"16","MICHOACÁN DE OCAMPO","068","Peribán","0090","Los Cerritos","0012","800",NA,NA,NA,"Fijo",19.53937578,-102.43647843,"OCTUBRE 2016","Otra"
"108",2722126,"MOLINO Y DESGRANADORA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","CARLOS SALAZAR","CALLE","FRAY FRANCISCO DE VILLAFUERTE","CALLE","FRAY JUAN DE SAN MIGUEL","CALLE","FRAY BARTOLOMÉ DE LAS CASAS",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,61800,"16","MICHOACÁN DE OCAMPO","079","Salvador Escalante","0001","Santa Clara del Cobre","0088","011",NA,NA,NA,"Fijo",19.40268655,-101.64413321,"JULIO 2010","Otra"
"109",2647017,"OFICINAS COSECAMPO",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","HORIZONTE","AVENIDA","PASEO DE LA CIMA","CALLE","LOMA BONITA",NA,"NINGUNO",1558,NA,NA,NA,NA,NA,"COLONIA","LOMAS DEL VALLE NORTE",NA,NA,NA,60110,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","0181","012","4525232036","COSECAMPOADMON@HOTMAIL.COM",NA,"Fijo",19.42759955,-102.0437774,"DICIEMBRE 2014","Otra"
"110",6800349,"PATAGONIA FOODS AGRO EXPORT","PATAGONIA FOODS AGRO EXPORT SA DE CV",115113,"Beneficio de productos agrícolas","6 a 10 personas","AVENIDA","EDUCACIÓN","AVENIDA","VIRREY DE MENDOZA ORIENTE","AVENIDA","MANUEL GOMEZ MORÍN","CALLE","CÓRCEGA",10,NA,NA,NA,NA,NA,"FRACCIONAMIENTO","FOVISSSTE",NA,NA,NA,59688,"16","MICHOACÁN DE OCAMPO","108","Zamora","0001","Zamora de Hidalgo","0471","006","013511261010","PATAGONIAFOODSAGROMEX@GMAIL.COM",NA,"Fijo",19.97421003,-102.28841587,"NOVIEMBRE 2017","Otra"
"111",6740584,"PENTAFRUT","PENTAFRUT S DE RL DE CV",115113,"Beneficio de productos agrícolas","31 a 50 personas","CALLE","FERROCARRIL","CALLE","PROFESOR FRANCISCO MORENO NORTE","CALLE","OVIEDO","CALLE","CÓRDOBA",192,NA,NA,NA,NA,NA,"COLONIA","FRACC. EL CARMEN",NA,NA,NA,59670,"16","MICHOACÁN DE OCAMPO","108","Zamora","0001","Zamora de Hidalgo","072A","019",NA,NA,NA,"Fijo",19.99713457,-102.28974186,"OCTUBRE 2016","Otra"
"112",2592580,"PROCESADORA DE FRUTAS DE MÉXICO",NA,115113,"Beneficio de productos agrícolas","51 a 100 personas","CALLE","LERDO DE TEJADA PONIENTE","CALLE","GALEANA NORTE","PRIVADA","JOSÉ OTHÓN NÚÑEZ NORTE","CALLE","JUAN DE LA BARRERA",271,NA,NA,NA,NA,NA,"COLONIA","RAMÍREZ",NA,NA,NA,59620,"16","MICHOACÁN DE OCAMPO","108","Zamora","0001","Zamora de Hidalgo","0109","011","3511079250",NA,NA,"Fijo",19.99151347,-102.28958871,"DICIEMBRE 2014","Procesamiento"
"113",6750170,"PROCESADORA FRUFRE LA GUADALUPE","CORPORACION LA ILUSION SA D CV",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","BOULEVARD INDUSTRIAL","CALLE","LUCIO CABAÑAS","CALLEJÓN","12 DE DICIEMBRE",NA,"NINGUNO",3000,NA,NA,NA,NA,NA,"COLONIA","LA PRESA",NA,NA,NA,60134,"16","MICHOACÁN DE OCAMPO","102","Uruapan","0001","Uruapan","1368","003",NA,NA,NA,"Fijo",19.42360256,-102.02105941,"OCTUBRE 2016","Procesamiento"
"114",2604565,"PRODUCTORES DE FRESA DEL VALLE DE ANGAMACUTIRO","PRODUCTORES DE FRESA SPRL",115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","ABASOLO","CALLE","ALLENDE","CALLE","PROFESOR ALBARRÁN","CALLE","HIDALGO",66,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,58550,"16","MICHOACÁN DE OCAMPO","004","Angamacutiro","0001","Angamacutiro de la Unión","0123","031",NA,NA,NA,"Fijo",20.15048059,-101.71279069,"DICIEMBRE 2014","Otra"
"115",6710391,"SUPER FOOD EXPRESS","BEST PRODUCE, S. DE R.L. DE C.V.",115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","ACUEDUCTO","CALLE","ROMANO PICUTI","CALLE","GENERAL JOSÉ FRONTERA","CALLE","MANUEL PAYNO (JESÚS URBINA)",3228,NA,NA,NA,0,NA,"COLONIA","CHAPULTEPEC ORIENTE",NA,NA,NA,58260,"16","MICHOACÁN DE OCAMPO","053","Morelia","0001","Morelia","0522","035",NA,"D.OROZCO@BESTPRODUCE1.COM","WWW.BESTPRODUCE1.COM","Fijo",19.6958052,-101.16426479,"ENERO 2016","Otra"
"116",6740802,"TANIM AVOCADOS","TANIM HUATA KUPANDA SA DE CV",115113,"Beneficio de productos agrícolas","31 a 50 personas","CARRETERA","SAN JUAN NUEVO TANCÍTARO","CARRETERA","TANCÍTARO","CARRETERA","TANCÍTARO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"RANCHERÍA","LOS LOBOS",NA,NA,NA,60490,"16","MICHOACÁN DE OCAMPO","058","Nuevo Parangaricutiro","0004","Agua Chiquita","0016","800","0444521218860",NA,NA,"Fijo",19.39764675,-102.183104,"OCTUBRE 2016","Otra"
"117",2599841,"TECNOLOGÍA ORGANIZAIONAL AGROPECUARIA, S.C.",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","LICENCIADO IGNACIO LÓPEZ RAYÓN","CALLE","GUADALUPE VICTORIA","CALLE","ABASOLO ORIENTE","CALLE","ALLENDE NORTE",28,NA,NA,NA,1,NA,"COLONIA","CENTRO",NA,NA,NA,60300,"16","MICHOACÁN DE OCAMPO","075","Los Reyes","0001","Los Reyes de Salgado","0093","019","3545427836",NA,NA,"Fijo",19.59037337,-102.47309806,"DICIEMBRE 2014","Otra"
"118",6800512,"CATANIA","PMCJ S.A. DE C.V.",115113,"Beneficio de productos agrícolas","31 a 50 personas",NA,"NICOLAS BRAVO","CALLE","MANZANA 800","CALLE","MANZANA 800","CALLE","MANZANA 800",10,NA,NA,NA,NA,NA,"PARQUE INDUSTRIAL","PARQUE INDUSTRIAL",NA,NA,NA,62715,"17","MORELOS","004","Ayala","0030","Parque Industrial Cuautla","0166","800","017353556585","ASISTENTE2.CATANIA@HOTMAIL.COM","WWW.CATANIAMEXICO.COM","Fijo",18.75138889,-98.90972222,"NOVIEMBRE 2017","Otra"
"119",6729073,"COMAGRO","COMAGRO DE MORELOS, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","0 a 5 personas","CARRETERA","ESTATAL LIBRE 09 TEMILPA-TEPALCINGO",NA,"NINGUNO","OTRA (ESPECIFICAR)","NINGUNO","OTRA (ESPECIFICAR)","NINGUNO",0,"SN",NA,NA,NA,NA,"PUEBLO","RANCHO FLORIDA",NA,NA,NA,62770,"17","MORELOS","024","Tlaltizapán de Zapata","0137","Rancho la Florida","039A","800",NA,NA,NA,"Fijo",18.68456392,-99.08933271,"ENERO 2016","Otra"
"120",2861136,"LA JOYA DE TETELA DEL VOLCAN MORELOS S.P.R DE R.I",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","AVENIDA","5 DE MAYO","CALLE","DE LA SOLEDAD","CALLE","DE LA PRESA","AVENIDA","5 DE MAYO",0,"SN",NA,NA,NA,NA,"BARRIO","SAN JERONIMO",NA,NA,NA,62800,"17","MORELOS","022","Tetela del Volcán","0001","Tetela del Volcán","008A","005",NA,NA,NA,"Fijo",18.89072295,-98.72432219,"JULIO 2010","Otra"
"121",6751760,"AGRICOLA MJA SPR DE RL","AGRICOLA MJA SPR DE RL",115113,"Beneficio de productos agrícolas","11 a 30 personas",NA,"NINGUNO",NA,"MIGUEL HIDALGO","CALLE","VICENTE GUERRERO",NA,"NINGUNO",46,NA,NA,NA,NA,NA,"PUEBLO","CINCO DE MAYO ( EL CIRUELO)",NA,NA,NA,63350,"18","NAYARIT","017","Tepic","0114","Cinco de Mayo (El Ciruelo)","0050","010",NA,NA,NA,"Fijo",21.69197534,-105.08804631,"OCTUBRE 2016","Otra"
"122",6268914,"AGROPRODUCTOS DE NAYARIT S DE PR DE RL","AGROPRODUCTOS DE NAYARIT S DE PR DE RL",115113,"Beneficio de productos agrícolas","31 a 50 personas","CARRETERA","CARRETERA ESTATAL LIBRE, KILÓMETRO 7, TRAMO NAVARRETE-SAUTA",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"PUEBLO","SAUTA",NA,NA,NA,63570,"18","NAYARIT","015","Santiago Ixcuintla","0068","Sauta","0268","800",NA,NA,NA,"Fijo",21.73101341,-105.14290291,"JULIO 2010","Otra"
"123",6268922,"ATLANXOCHIL","ATLANXOCHIL SPR DE RL",115113,"Beneficio de productos agrícolas","11 a 30 personas","VEREDA","CAMINO BAHÍA DE MATANCHEN AL COCODRILARIO KILÓMETRO 1 500",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"NINGUNO","NINGUNO",NA,NA,NA,63776,"18","NAYARIT","012","San Blas","0039","Playa de los Cocos","0092","800",NA,NA,NA,"Fijo",21.47711657,-105.1966312,"DICIEMBRE 2014","Otra"
"124",6268923,"DESHIDRATADORA DE FRUTAS PALMA KORA SPR DE RL","DESHIDRATADORA DE FRUTAS PALMA KORA SPR DE RL",115113,"Beneficio de productos agrícolas","31 a 50 personas","CALLE","MIGUEL HIDALGO",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",20,NA,NA,NA,NA,NA,"FRACCIÓN","LA PLAMA",NA,NA,NA,63775,"18","NAYARIT","012","San Blas","0035","La Palma","0092","041",NA,NA,NA,"Fijo",21.49025282,-105.18071295,"DICIEMBRE 2014","Otra"
"125",6491310,"JACK FRUIT QUIÑONES, S.P.R. DE R.L.","JACK FRUIT QUIÑONES, S.P.R. DE R.L.",115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","MÉXICO",NA,"FRANCISCO I MADERO",NA,"EMILIANO ZAPATA","CALLE","SINALOA",82,NA,NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,63777,"18","NAYARIT","012","San Blas","0029","El Llano","011A","008","3232549103",NA,NA,"Fijo",21.41874811,-105.17944543,"ENERO 2016","Otra"
"126",6268917,"VEGETALES NACIONALES","VEGETALES NACIONALES SA DE CV",115113,"Beneficio de productos agrícolas","101 a 250 personas","CARRETERA","RAMAL LAS VARAS -IXTAPA DE LA CONCEPCIÓN KILÓMETRO 6",NA,"NINGUNO",NA,"NINGUNO","CALLE","AZALEA",NA,"SN",NA,NA,NA,NA,"PUEBLO","IXTAPA DE LA CONCEPCIÓN",NA,NA,NA,63709,"18","NAYARIT","004","Compostela","0083","Ixtapa de la Concepción","0014","085",NA,NA,NA,"Fijo",21.30261654,-105.15729226,"DICIEMBRE 2014","Otra"
"127",2955091,"ALFA FOODS, S.A. DE C.V.","ALFA FOODS, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","31 a 50 personas",NA,NA,NA,"NINGUNO",NA,"IMAGEN",NA,"IMAGEN",107,NA,NA,NA,NA,NA,"EJIDO","EL DURAZNO","PARQUE INDUSTRIAL","EL DURAZNO","107",66000,"19","NUEVO LEÓN","018","García","0015","El Durazno","0207","800","19352085",NA,NA,"Fijo",25.74111111,-100.52416666,"DICIEMBRE 2014","Otra"
"128",2999096,"CITRICOS DE ALLENDE","CITRICOS DE ALLENDE, S. DE R.L. DE C.V.",115113,"Beneficio de productos agrícolas","0 a 5 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","ZUAZUA",0,"SN",NA,NA,NA,NA,"COLONIA","EL PUERTO",NA,NA,NA,67350,"19","NUEVO LEÓN","004","Allende","0001","Ciudad de Allende","0288","005","8262684478","CITRICOSALLENDE@HOTMAIL.COM",NA,"Fijo",25.28562629,-100.00805877,"JUNIO 2012","Otra"
"129",2972281,"CORPORACIÓN DINAMICA MERCANTIL Y DE SERVICIOS, S.A. DE C.V.","CORPORACIÓN DINAMICA MERCANTIL Y DE SERVICIOS, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","HÉROES DEL 47","CALLE","SEGUNDA DE SAN FRANCISCO","CALLE","CUARTA VIDRIERA","CALLE","DOCTOR JULIÁN VILLARREAL",2202,NA,NA,NA,NA,NA,"COLONIA","CANTU",NA,NA,NA,64550,"19","NUEVO LEÓN","039","Monterrey","0001","Monterrey","1008","022","8117713055","MMARTINEZ@CODIMSA.COM",NA,"Fijo",25.69275069,-100.2981083,"DICIEMBRE 2014","Otra"
"130",2993504,"INOVACION ALIMENTICIA DE MÉXICO","INNOVACIÓN ALIMENTICIA DE MÉXICO",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","LEANDRO MARTÍNEZ LEZA","CALLE","JESÚS M. GARZA","CALLE","CONSTITUYENTES DEL 57","CALLE","PRISCILIANO ELIZONDO",1419,NA,NA,NA,NA,NA,"COLONIA","NUEVA MADERO",NA,NA,NA,64560,"19","NUEVO LEÓN","039","Monterrey","0001","Monterrey","1385","008","8181910509",NA,NA,"Fijo",25.6863985,-100.28322902,"DICIEMBRE 2014","Otra"
"131",6269474,"INTEGRADORA Y PRODUCTORES COMPLEJO AGRÍCOLA NUEVO LEÓN UNIDO","INTEGRADORA Y PRODUCTORES COMPLEJO AGRÍCOLA NUEVO LEÓN UNIDO",115113,"Beneficio de productos agrícolas","251 y más personas","CALLE","LAMPAZOS",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"KM 57",NA,NA,NA,NA,"COLONIA","NINGUNO",NA,NA,NA,67500,"19","NUEVO LEÓN","005","Anáhuac","0001","Anáhuac","0482","057",NA,NA,NA,"Fijo",27.22752816,-100.14093247,"DICIEMBRE 2014","Otra"
"132",6367311,"INVERNADEROS LA FORTUNA SPR DE RL","INVERNADEROS LA FORTUNA SPR DE RL",115113,"Beneficio de productos agrícolas","51 a 100 personas","CALLE","LAMPAZOS",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"AEROPUERTO","NINGUNO",NA,NA,NA,67950,"19","NUEVO LEÓN","005","Anáhuac","0001","Anáhuac","0482","057",NA,NA,NA,"Fijo",27.22744926,-100.14085907,"DICIEMBRE 2014","Otra"
"133",3037647,"INVERSIONES DRIMPE, S.A. DE C.V.","INVERSIONES DRIMPE, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","LICENCIADO BENITO JUÁREZ","CALLE","EMILIO CARRANZA","CALLE","20 DE NOVIEMBRE","CALLE","LICENCIADO BENITO JUÁREZ",530,NA,NA,NA,NA,NA,"COLONIA","COLONIA CENTRO",NA,NA,NA,67700,"19","NUEVO LEÓN","033","Linares","0001","Linares","0580","023","8212121222",NA,"WWW.ALANUEZ.COM","Fijo",24.8608027,-99.5712984,"JULIO 2010","Otra"
"134",2925534,"NUECES Y PIÑONES DEL NORTE, S.A. DE C.V.","NUECES Y PIÑONES DEL NORTE, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","31 a 50 personas","CALLE","VICENTE GUERRERO","CALLE","5 DE FEBRERO","CALLE","HIDALGO","VEREDA","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,65550,"19","NUEVO LEÓN","010","El Carmen","0001","Carmen","0054","032","8182360265","CONTACTO@NUECES.COM.MX","WWW.NUECES.COM.MX","Fijo",25.93315287,-100.36203443,"JULIO 2010","Otra"
"135",6270562,"MAGMAR","MAGMAR SPR DE RI",115113,"Beneficio de productos agrícolas","101 a 250 personas","CARRETERA","PUERTO PALOMA",NA,"NINGUNO",NA,"NINGUNO",NA,"NINGUNO",NA,"SN",NA,NA,NA,NA,"PUEBLO","CHAHUITES",NA,NA,NA,70190,"20","OAXACA","025","Chahuites","0012","Piedra Parada","0045","800",NA,NA,NA,"Fijo",16.26945514,-94.1907462,"DICIEMBRE 2014","Otra"
"136",6469397,"OPERGRAN","OPERADORA DE GRANOS, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","MÉXICO",NA,"NINGUNO","AVENIDA","HOLANDA","CARRETERA","INTERNACIONAL",0,"SN",NA,NA,NA,NA,"PUEBLO","MAGDALENA APASCO",NA,NA,NA,68226,"20","OAXACA","045","Magdalena Apasco","0001","Magdalena Apasco","0052","001",NA,NA,NA,"Fijo",17.23573716,-96.8233969,"ENERO 2016","Otra"
"137",3085449,"PRODUCTORES MEXICANOS DE INVERNADEROS",NA,115113,"Beneficio de productos agrícolas","11 a 30 personas","AVENIDA","DE LAS ROSAS","CALLE","NINGUNO",NA,"NINGUNO","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","ANTONIO DE LÉON",NA,NA,NA,69006,"20","OAXACA","039","Heroica Ciudad de Huajuapan de León","0001","Heroica Ciudad de Huajuapan de León","0407","086",NA,NA,NA,"Fijo",17.81867172,-97.78658509,"DICIEMBRE 2014","Otra"
"138",6760380,"ROBERTOS MANGOS SA DE CV","ROBERTOS MANGOS SA DE CV",115113,"Beneficio de productos agrícolas","101 a 250 personas","CARRETERA","ESTATAL TAPANATEPEC - RINCÓN JUÁREZ KILÓMETRO","NINGUNO","NINGUNO","NINGUNO","NINGUNO","NINGUNO","NINGUNO",3900,"KILÓMETRO 3900",NA,NA,0,NA,"PUEBLO","SAN PEDRO TAPANATEPEC",NA,NA,NA,70180,"20","OAXACA","327","San Pedro Tapanatepec","0223","Huerta Blanquita","0050","800","NO TIENE",NA,"WWW.RMANGOS.COM","Fijo",16.35273245,-94.22344526,"OCTUBRE 2016","Otra"
"139",3437797,"CACAHUATES JICEM, S.A. DE C.V.","CACAHUATES JICEM, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","11 a 30 personas","CALLE","2 DE ABRIL","CALLE","RAYÓN","CALLE","MATAMOROS","CALLE","NINGUNO",0,"SN",NA,NA,NA,NA,"COLONIA","CENTRO",NA,NA,NA,74585,"21","PUEBLA","051","Chietla","0001","Chietla","0016","016","2434381288","JICEM@PRODRIGY.NET.MX",NA,"Fijo",18.51733386,-98.5795026,"JULIO 2010","Otra"
"140",3308564,"ENFAJILLADO DE MANZANILLA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","6 a 10 personas","CALLE","7 PONIENTE","CALLE","9 SUR","CALLE","11 SUR","AVENIDA","5 PONIENTE",718,NA,NA,NA,NA,NA,"BARRIO","SAN JOSÉ",NA,NA,NA,75150,"21","PUEBLA","004","Acatzingo","0001","Acatzingo de Hidalgo","0228","014",NA,NA,NA,"Fijo",18.97827134,-97.79351493,"DICIEMBRE 2014","Otra"
"141",3536445,"LAVADERO DE VERDURA SIN NOMBRE",NA,115113,"Beneficio de productos agrícolas","0 a 5 personas","AVENIDA","FRANCISCO I. MADERO","CALLE","5 DE MAYO","CALLE","VISTA HERMOSA","CALLE","PINO SUÁREZ",NA,"SN",NA,NA,NA,NA,NA,"LOS REYES DE JUÁREZ",NA,NA,NA,75400,"21","PUEBLA","118","Los Reyes de Juárez","0001","Los Reyes de Juárez","0040","020",NA,NA,NA,"Fijo",18.95325472,-97.80205882,"JULIO 2010","Otra"
"142",3308874,"LEGUMBRES FRESCAS DE PUEBLA, S.A. DE C.V.","LEGUMBRES FRESCAS DE PUEBLA, S.A. DE C.V.",115113,"Beneficio de productos agrícolas","31 a 50 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","MELCH0R OCAMPO","CALLE","NINGUNO",3,NA,"3",NA,NA,NA,"BARRIO","LA CANDELARIA",NA,NA,NA,75440,"21","PUEBLA","144","San Salvador Huixcolotla","0001","San Salvador Huixcolotla","0106","002",NA,NA,NA,"Fijo",18.92215808,-97.78219537,"DICIEMBRE 2014","Otra"
"143",6808013,"MOLINESCO","MOLINESCO SA DE CV",115113,"Beneficio de productos agrícolas","31 a 50 personas","TERRACERÍA","CALLE LAS LOMAS","CALLE","NACIONAL MÉXICO VERACRUZ VÍA JALAPA","CALLE","NACIONAL MÉXICO VERACRUZ VÍA JALAPA","CALLE","24 DE JUNIO",20,NA,NA,NA,NA,NA,"COLONIA","SAN JUAN ACOZAC",NA,NA,NA,75410,"21","PUEBLA","118","Los Reyes de Juárez","0001","Los Reyes de Juárez","0229","001","NO TIENE","FGAMBOA@MANGAMENOR.COM",NA,"Fijo",18.96102177,-97.8260002,"NOVIEMBRE 2017","Otra"
